bigrams_comb,count,quarter
"('萨德', '反对')",6,2016Q3
"('萨德', '地区')",6,2016Q3
"('中国', '朝鲜')",6,2016Q3
"('系统', '萨德')",5,2016Q3
"('部署', '决定')",5,2016Q3
"('部署', '地区')",5,2016Q3
"('反导', '系统')",5,2016Q3
"('中国', '战略')",5,2016Q3
"('韩国', '战略')",5,2016Q3
"('部署', '防御')",5,2016Q3
"('反导', '防御')",5,2016Q3
"('萨德', '俄罗斯')",5,2016Q3
"('东北亚', '战略')",5,2016Q3
"('系统', '反对')",5,2016Q3
"('萨德', '安全')",5,2016Q3
"('韩国', '导弹')",5,2016Q3
"('系统', '决定')",5,2016Q3
"('系统', '俄罗斯')",5,2016Q3
"('部署', '反对')",5,2016Q3
"('萨德', '平衡')",5,2016Q3
"('萨德', '决定')",5,2016Q3
"('冷战', '平衡')",4,2016Q3
"('导弹', '防御')",4,2016Q3
"('战略', '中国')",4,2016Q3
"('系统', '拦截')",4,2016Q3
"('战略', '部署')",4,2016Q3
"('朝鲜', '导弹')",4,2016Q3
"('反导', '拦截')",4,2016Q3
"('萨德', '亚太')",4,2016Q3
"('反导', '朝鲜')",4,2016Q3
"('部署', '东北亚')",4,2016Q3
"('萨德', '日本')",4,2016Q3
"('系统', '地区')",4,2016Q3
"('日', '朝鲜')",4,2016Q3
"('美国', '朝鲜')",4,2016Q3
"('美国', '部署')",4,2016Q3
"('朝鲜', '中国')",4,2016Q3
"('反导', '中国')",4,2016Q3
"('韩国', '决定')",4,2016Q3
"('韩国', '反对')",4,2016Q3
"('部署', '俄罗斯')",4,2016Q3
"('美国', '战略')",4,2016Q3
"('美国', '平衡')",4,2016Q3
"('美国', '亚太')",4,2016Q3
"('萨德', '半岛')",4,2016Q3
"('战略', '美国')",4,2016Q3
"('反导', '萨德')",4,2016Q3
"('萨德', '拦截')",4,2016Q3
"('美国', '系统')",3,2016Q3
"('部署', '拦截')",3,2016Q3
"('导弹', '美国')",3,2016Q3
"('日', '日本')",3,2016Q3
"('安全', '地区')",3,2016Q3
"('导弹', '拦截')",3,2016Q3
"('部署', '美军')",3,2016Q3
"('萨德', '严重')",3,2016Q3
"('部署', '严重')",3,2016Q3
"('中国', '系统')",3,2016Q3
"('反对', '朝鲜')",3,2016Q3
"('韩国', '防御')",3,2016Q3
"('萨德', '军事')",3,2016Q3
"('美国', '体系')",3,2016Q3
"('部署', '情报')",3,2016Q3
"('韩国', '东北亚')",3,2016Q3
"('部署', '军事')",3,2016Q3
"('部署', '半岛')",3,2016Q3
"('反导', '决定')",3,2016Q3
"('日', '弹道')",3,2016Q3
"('日', '发射')",3,2016Q3
"('萨德', '美军')",3,2016Q3
"('美国', '韩国')",3,2016Q3
"('韩国', '平衡')",3,2016Q3
"('反导', '俄罗斯')",3,2016Q3
"('萨德', '情报')",3,2016Q3
"('中国', '安全')",3,2016Q3
"('安全', '部署')",3,2016Q3
"('部署', '安全')",3,2016Q3
"('情报', '交换')",3,2016Q3
"('韩国', '系统')",3,2016Q3
"('反导', '亚太')",3,2016Q3
"('萨德', '全球')",3,2016Q3
"('问题', '韩国')",3,2016Q3
"('战略', '平衡')",3,2016Q3
"('情报', '反导')",3,2016Q3
"('系统', '亚太')",3,2016Q3
"('反导', '战略')",3,2016Q3
"('反导', '雷达')",3,2016Q3
"('部署', '亚太')",3,2016Q3
"('地区', '战略')",3,2016Q3
"('萨德', '构建')",3,2016Q3
"('安全', '战略')",3,2016Q3
"('系统', '构建')",3,2016Q3
"('安全', '反对')",3,2016Q3
"('系统', '东北亚')",3,2016Q3
"('导弹', '部署')",3,2016Q3
"('部署', '构建')",3,2016Q3
"('部署', '日本')",3,2016Q3
"('战略', '体系')",3,2016Q3
"('中国', '部署')",3,2016Q3
"('中国', '导弹')",3,2016Q3
"('美国', '导弹')",3,2016Q3
"('东北亚', '地区')",3,2016Q3
"('朝鲜', '发射')",3,2016Q3
"('部署', '平衡')",3,2016Q3
"('朝鲜', '反导')",3,2016Q3
"('朝鲜', '日')",3,2016Q3
"('韩国', '反导')",3,2016Q3
"('反导', '军事')",2,2016Q3
"('反导', '共享')",2,2016Q3
"('战略', '地区')",2,2016Q3
"('战略', '反导')",2,2016Q3
"('交流', '共享')",2,2016Q3
"('共享', '机制')",2,2016Q3
"('亚太', '战略')",2,2016Q3
"('反导', '机制')",2,2016Q3
"('军演', '美国')",2,2016Q3
"('交流', '反导')",2,2016Q3
"('共享', '军事')",2,2016Q3
"('交换', '机制')",2,2016Q3
"('交换', '雷达')",2,2016Q3
"('交流', '机制')",2,2016Q3
"('雷达', '防御')",2,2016Q3
"('中国', '重返')",2,2016Q3
"('亚太', '地区')",2,2016Q3
"('交流', '雷达')",2,2016Q3
"('情报', '机制')",2,2016Q3
"('战略', '反对')",2,2016Q3
"('雷达', '战略')",2,2016Q3
"('部署', '体系')",2,2016Q3
"('情报', '雷达')",2,2016Q3
"('部署', '雷达')",2,2016Q3
"('反对', '利益')",2,2016Q3
"('情报', '军事')",2,2016Q3
"('情报', '共享')",2,2016Q3
"('情报', '交流')",2,2016Q3
"('交换', '军事')",2,2016Q3
"('交换', '共享')",2,2016Q3
"('签署', '交换')",2,2016Q3
"('签署', '共享')",2,2016Q3
"('合作', '机制')",2,2016Q3
"('军事', '雷达')",2,2016Q3
"('军事', '机制')",2,2016Q3
"('签署', '交流')",2,2016Q3
"('雷达', '机制')",2,2016Q3
"('合作', '雷达')",2,2016Q3
"('韩国', '构建')",2,2016Q3
"('中国', '萨德')",2,2016Q3
"('合作', '军事')",2,2016Q3
"('签署', '反导')",2,2016Q3
"('美国', '构建')",2,2016Q3
"('合作', '共享')",2,2016Q3
"('合作', '反导')",2,2016Q3
"('签署', '军事')",2,2016Q3
"('交换', '反导')",2,2016Q3
"('交流', '军事')",2,2016Q3
"('签署', '雷达')",2,2016Q3
"('合作', '交流')",2,2016Q3
"('签署', '机制')",2,2016Q3
"('合作', '交换')",2,2016Q3
"('合作', '签署')",2,2016Q3
"('萨德', '利益')",2,2016Q3
"('东北亚', '部署')",2,2016Q3
"('东北亚', '安全')",2,2016Q3
"('共享', '雷达')",2,2016Q3
"('交换', '交流')",2,2016Q3
"('东北亚', '反对')",2,2016Q3
"('东北亚', '利益')",2,2016Q3
"('问题', '历史')",2,2016Q3
"('安全', '利益')",2,2016Q3
"('情报', '签署')",2,2016Q3
"('萨德', '共享')",2,2016Q3
"('而言', '平衡')",2,2016Q3
"('部署', '全球')",2,2016Q3
"('平衡', '战略')",2,2016Q3
"('美国', '霸权')",2,2016Q3
"('美国', '全球')",2,2016Q3
"('美国', '欧洲')",2,2016Q3
"('系统', '全球')",2,2016Q3
"('系统', '欧洲')",2,2016Q3
"('萨德', '欧洲')",2,2016Q3
"('反导', '全球')",2,2016Q3
"('反导', '欧洲')",2,2016Q3
"('导弹', '战略')",2,2016Q3
"('中国', '美国')",2,2016Q3
"('冷战', '部署')",2,2016Q3
"('美国', '加入')",2,2016Q3
"('部署', '加入')",2,2016Q3
"('共享', '情报')",2,2016Q3
"('萨德', '朴槿惠')",2,2016Q3
"('部署', '共享')",2,2016Q3
"('俄罗斯', '亚太')",2,2016Q3
"('东北亚', '平衡')",2,2016Q3
"('系统', '日本')",2,2016Q3
"('亚洲', '平衡')",2,2016Q3
"('萨德', '北约')",2,2016Q3
"('萨德', '冷战')",2,2016Q3
"('萨德', '亚洲')",2,2016Q3
"('亚洲', '冷战')",2,2016Q3
"('亚洲', '北约')",2,2016Q3
"('亚洲', '东北亚')",2,2016Q3
"('亚洲', '而言')",2,2016Q3
"('亚洲', '韩国')",2,2016Q3
"('冷战', '北约')",2,2016Q3
"('系统', '军事')",2,2016Q3
"('冷战', '东北亚')",2,2016Q3
"('冷战', '而言')",2,2016Q3
"('冷战', '韩国')",2,2016Q3
"('冷战', '战略')",2,2016Q3
"('北约', '东北亚')",2,2016Q3
"('北约', '而言')",2,2016Q3
"('北约', '韩国')",2,2016Q3
"('北约', '平衡')",2,2016Q3
"('韩国', '加入')",2,2016Q3
"('系统', '加入')",2,2016Q3
"('情报', '合作')",2,2016Q3
"('萨德', '加入')",2,2016Q3
"('萨德', '经济')",2,2016Q3
"('安全', '系统')",2,2016Q3
"('中国', '东北亚')",2,2016Q3
"('损害', '战略')",2,2016Q3
"('严重', '战略')",2,2016Q3
"('严重', '东北亚')",2,2016Q3
"('中国', '反导')",2,2016Q3
"('部署', '互信')",2,2016Q3
"('部署', '损害')",2,2016Q3
"('中国', '地区')",2,2016Q3
"('韩国', '互信')",2,2016Q3
"('韩国', '严重')",2,2016Q3
"('萨德', '互信')",2,2016Q3
"('萨德', '损害')",2,2016Q3
"('反导', '地区')",2,2016Q3
"('系统', '安全')",2,2016Q3
"('安全', '美国')",2,2016Q3
"('韩国', '拦截')",2,2016Q3
"('反导', '构建')",2,2016Q3
"('部署', '经济')",2,2016Q3
"('韩国', '安全')",2,2016Q3
"('战略', '军事')",2,2016Q3
"('日本', '反导')",2,2016Q3
"('韩国', '朴槿惠')",2,2016Q3
"('部署', '萨德')",2,2016Q3
"('部署', '朴槿惠')",2,2016Q3
"('亚太', '平衡')",2,2016Q3
"('亚太', '美国')",2,2016Q3
"('亚太', '中国')",2,2016Q3
"('亚太', '体系')",2,2016Q3
"('日本', '部署')",2,2016Q3
"('日本', '导弹')",2,2016Q3
"('战略', '安全')",2,2016Q3
"('日本', '系统')",2,2016Q3
"('经济', '安全')",2,2016Q3
"('东亚', '安全')",2,2016Q3
"('东亚', '经济')",2,2016Q3
"('中国', '经济')",2,2016Q3
"('中国', '东亚')",2,2016Q3
"('平衡', '中国')",2,2016Q3
"('中国', '体系')",2,2016Q3
"('萨德', '问题')",2,2016Q3
"('战略', '利益')",2,2016Q3
"('系统', '雷达')",2,2016Q3
"('反导', '半岛')",2,2016Q3
"('美国', '基地')",2,2016Q3
"('美国', '美军')",2,2016Q3
"('美国', '公里')",2,2016Q3
"('系统', '基地')",2,2016Q3
"('试验', '中方')",2,2016Q3
"('系统', '美军')",2,2016Q3
"('系统', '公里')",2,2016Q3
"('韩国', '基地')",2,2016Q3
"('韩国', '美军')",2,2016Q3
"('韩国', '公里')",2,2016Q3
"('基地', '美军')",2,2016Q3
"('基地', '朝鲜')",2,2016Q3
"('萨德', '体系')",2,2016Q3
"('基地', '公里')",2,2016Q3
"('美军', '朝鲜')",2,2016Q3
"('美军', '中国')",2,2016Q3
"('美军', '公里')",2,2016Q3
"('反导', '反对')",2,2016Q3
"('系统', '半岛')",2,2016Q3
"('萨德', '公里')",2,2016Q3
"('韩国', '半岛')",2,2016Q3
"('中国', '反对')",2,2016Q3
"('部署', '公里')",2,2016Q3
"('朝鲜', '试验')",2,2016Q3
"('朝鲜', '中方')",2,2016Q3
"('日', '中国')",2,2016Q3
"('部署', '日')",2,2016Q3
"('萨德', '日')",2,2016Q3
"('朝鲜', '俄罗斯')",2,2016Q3
"('决定', '俄罗斯')",2,2016Q3
"('决定', '朝鲜')",2,2016Q3
"('半岛', '俄罗斯')",2,2016Q3
"('半岛', '朝鲜')",2,2016Q3
"('半岛', '决定')",2,2016Q3
"('反对', '俄罗斯')",2,2016Q3
"('反对', '决定')",2,2016Q3
"('反对', '半岛')",2,2016Q3
"('韩国', '俄罗斯')",2,2016Q3
"('朝鲜', '公里')",2,2016Q3
"('中国', '公里')",2,2016Q3
"('环球', '时报')",2,2016Q3
"('萨德', '国防部')",2,2016Q3
"('导弹', '日')",2,2016Q3
"('日', '日')",2,2016Q3
"('日', '联合国')",2,2016Q3
"('日', '卫星')",2,2016Q3
"('日', '谴责')",2,2016Q3
"('日', '太空')",2,2016Q3
"('美国', '东亚')",2,2016Q3
"('防御', '部署')",2,2016Q3
"('防御', '导弹')",2,2016Q3
"('中国', '防御')",2,2016Q3
"('反导', '年')",2,2016Q3
"('萨德', '年')",2,2016Q3
"('美国', '反导')",2,2016Q3
"('萨德', '月')",2,2016Q3
"('系统', '年')",2,2016Q3
"('军演', '导弹')",2,2016Q3
"('军演', '反导')",2,2016Q3
"('萨德', '试验')",2,2016Q3
"('中国', '平衡')",2,2016Q3
"('中国', '月')",2,2016Q3
"('中国', '韩国')",2,2016Q3
"('系统', '国防部')",2,2016Q3
"('韩国', '情报')",2,2016Q3
"('韩国', '日本')",2,2016Q3
"('韩国', '历史')",2,2016Q3
"('部署', '国防部')",2,2016Q3
"('中国', '日本')",2,2016Q3
"('试验', '中国')",2,2016Q3
"('导弹', '反导')",2,2016Q3
"('中国', '关系')",2,2016Q3
"('部署', '试验')",2,2016Q3
"('朝鲜', '韩国')",2,2016Q3
"('系统', '平衡')",2,2016Q3
"('冷战', '亚太')",2,2016Q3
"('安理会', '日')",2,2016Q3
"('战略', '亚太')",2,2016Q3
"('发射', '日')",2,2016Q3
"('部署', '基地')",2,2016Q3
"('基地', '中国')",2,2016Q3
"('朝鲜', '防御')",2,2016Q3
"('日本', '朝鲜')",2,2016Q3
"('萨德', '雷达')",2,2016Q3
"('美国', '重返')",2,2016Q3
"('朝鲜', '半岛')",2,2016Q3
"('美国', '地区')",2,2016Q3
"('防御', '美国')",2,2016Q3
"('导弹', '朝鲜')",2,2016Q3
"('导弹', '中国')",2,2016Q3
"('日', '进行')",2,2016Q3
"('萨德', '基地')",2,2016Q3
"('日', '磋商')",2,2016Q3
"('日', '继续')",2,2016Q3
"('日', '报道')",2,2016Q3
"('弹道', '发射')",2,2016Q3
"('朝鲜', '弹道')",2,2016Q3
"('萨德', '而言')",2,2016Q3
"('环球', '中国')",2,2016Q3
"('部署', '区域')",1,2016Q3
"('地区', '亚太')",1,2016Q3
"('共享', '系统')",1,2016Q3
"('奥巴马', '希望')",1,2016Q3
"('奥巴马', '部署')",1,2016Q3
"('共享', '反导')",1,2016Q3
"('共享', '导弹')",1,2016Q3
"('奥巴马', '军方')",1,2016Q3
"('共享', '表态')",1,2016Q3
"('共享', '防御')",1,2016Q3
"('奥巴马', '系统')",1,2016Q3
"('海军', '地区')",1,2016Q3
"('情报', '日本')",1,2016Q3
"('奥巴马', '试验')",1,2016Q3
"('美国', '国内')",1,2016Q3
"('美国', '试验')",1,2016Q3
"('海军', '平衡')",1,2016Q3
"('情报', '系统')",1,2016Q3
"('美国', '希望')",1,2016Q3
"('美国', '军方')",1,2016Q3
"('美国', '奥巴马')",1,2016Q3
"('中国', '太平洋')",1,2016Q3
"('萨德', '国内')",1,2016Q3
"('地区', '经济')",1,2016Q3
"('共享', '日本')",1,2016Q3
"('奥巴马', '中国')",1,2016Q3
"('发展', '导弹')",1,2016Q3
"('军方', '试验')",1,2016Q3
"('海军', '战略')",1,2016Q3
"('部署', '宙斯盾')",1,2016Q3
"('部署', '希望')",1,2016Q3
"('军方', '国内')",1,2016Q3
"('海军', '太平洋')",1,2016Q3
"('标准', '防卫省')",1,2016Q3
"('军方', '中国')",1,2016Q3
"('标准', '日本')",1,2016Q3
"('标准', '宙斯盾')",1,2016Q3
"('防卫省', '日本')",1,2016Q3
"('防卫省', '宙斯盾')",1,2016Q3
"('奥巴马', '国内')",1,2016Q3
"('日本', '宙斯盾')",1,2016Q3
"('海军', '重返')",1,2016Q3
"('军方', '希望')",1,2016Q3
"('军方', '部署')",1,2016Q3
"('系统', '国内')",1,2016Q3
"('萨德', '表态')",1,2016Q3
"('系统', '试验')",1,2016Q3
"('系统', '希望')",1,2016Q3
"('部署', '表态')",1,2016Q3
"('系统', '军方')",1,2016Q3
"('中国', '海军')",1,2016Q3
"('情报', '导弹')",1,2016Q3
"('部署', '弹道')",1,2016Q3
"('韩国', '月')",1,2016Q3
"('美国', '经济')",1,2016Q3
"('月', '协议')",1,2016Q3
"('月', '年')",1,2016Q3
"('月', '决定')",1,2016Q3
"('美国', '海军')",1,2016Q3
"('美国', '安全')",1,2016Q3
"('韩国', '协议')",1,2016Q3
"('环球', '交换')",1,2016Q3
"('环球', '显然')",1,2016Q3
"('韩国', '年')",1,2016Q3
"('美国', '事实上')",1,2016Q3
"('发展', '亚太')",1,2016Q3
"('中国', '霸权')",1,2016Q3
"('环球', '情报')",1,2016Q3
"('中国', '阵营')",1,2016Q3
"('美国', '太平洋')",1,2016Q3
"('反导', '协议')",1,2016Q3
"('反导', '月')",1,2016Q3
"('国防部', '协议')",1,2016Q3
"('国防部', '年')",1,2016Q3
"('亚太', '海军')",1,2016Q3
"('国防部', '决定')",1,2016Q3
"('美国', '力量')",1,2016Q3
"('美国', '阵营')",1,2016Q3
"('部署', '时报')",1,2016Q3
"('亚太', '重返')",1,2016Q3
"('萨德', '希望')",1,2016Q3
"('情报', '表态')",1,2016Q3
"('情报', '防御')",1,2016Q3
"('萨德', '军方')",1,2016Q3
"('发展', '经济')",1,2016Q3
"('日本', '表态')",1,2016Q3
"('萨德', '奥巴马')",1,2016Q3
"('日本', '防御')",1,2016Q3
"('系统', '表态')",1,2016Q3
"('年', '协议')",1,2016Q3
"('反导', '表态')",1,2016Q3
"('导弹', '表态')",1,2016Q3
"('决定', '协议')",1,2016Q3
"('决定', '年')",1,2016Q3
"('导弹', '亚太')",1,2016Q3
"('导弹', '经济')",1,2016Q3
"('部署', '交换')",1,2016Q3
"('部署', '显然')",1,2016Q3
"('表态', '防御')",1,2016Q3
"('亚太', '经济')",1,2016Q3
"('亚太', '太平洋')",1,2016Q3
"('地区', '导弹')",1,2016Q3
"('部署', '防卫省')",1,2016Q3
"('部署', '国内')",1,2016Q3
"('区域', '美军')",1,2016Q3
"('显然', '交换')",1,2016Q3
"('萨德', '发展')",1,2016Q3
"('系统', '发展')",1,2016Q3
"('系统', '经济')",1,2016Q3
"('俄罗斯', '部署')",1,2016Q3
"('俄罗斯', '反导')",1,2016Q3
"('俄罗斯', '地区')",1,2016Q3
"('关岛', '弹道')",1,2016Q3
"('关岛', '战略')",1,2016Q3
"('俄罗斯', '发展')",1,2016Q3
"('俄罗斯', '导弹')",1,2016Q3
"('中国', '交换')",1,2016Q3
"('日', '显然')",1,2016Q3
"('区域', '弹道')",1,2016Q3
"('区域', '战略')",1,2016Q3
"('美军', '弹道')",1,2016Q3
"('美军', '战略')",1,2016Q3
"('俄罗斯', '经济')",1,2016Q3
"('弹道', '战略')",1,2016Q3
"('系统', '标准')",1,2016Q3
"('中国', '关岛')",1,2016Q3
"('系统', '防卫省')",1,2016Q3
"('情报', '显然')",1,2016Q3
"('关岛', '美军')",1,2016Q3
"('部署', '标准')",1,2016Q3
"('部队', '关岛')",1,2016Q3
"('萨德', '部队')",1,2016Q3
"('萨德', '关岛')",1,2016Q3
"('萨德', '区域')",1,2016Q3
"('日', '交换')",1,2016Q3
"('萨德', '弹道')",1,2016Q3
"('导弹', '部队')",1,2016Q3
"('导弹', '关岛')",1,2016Q3
"('导弹', '区域')",1,2016Q3
"('导弹', '美军')",1,2016Q3
"('导弹', '弹道')",1,2016Q3
"('时报', '中国')",1,2016Q3
"('中国', '显然')",1,2016Q3
"('部队', '区域')",1,2016Q3
"('部队', '美军')",1,2016Q3
"('部队', '弹道')",1,2016Q3
"('部队', '战略')",1,2016Q3
"('部署', '关岛')",1,2016Q3
"('时报', '情报')",1,2016Q3
"('时报', '显然')",1,2016Q3
"('时报', '交换')",1,2016Q3
"('关岛', '区域')",1,2016Q3
"('中国', '情报')",1,2016Q3
"('系统', '宙斯盾')",1,2016Q3
"('中国', '部队')",1,2016Q3
"('萨德', '标准')",1,2016Q3
"('中国', '美军')",1,2016Q3
"('韩国', '日')",1,2016Q3
"('日', '情报')",1,2016Q3
"('拦截', '部署')",1,2016Q3
"('韩国', '环球')",1,2016Q3
"('萨德', '交换')",1,2016Q3
"('拦截', '标准')",1,2016Q3
"('萨德', '显然')",1,2016Q3
"('拦截', '防卫省')",1,2016Q3
"('中国', '弹道')",1,2016Q3
"('拦截', '日本')",1,2016Q3
"('萨德', '时报')",1,2016Q3
"('部署', '发展')",1,2016Q3
"('平衡', '重返')",1,2016Q3
"('萨德', '环球')",1,2016Q3
"('拦截', '宙斯盾')",1,2016Q3
"('日', '时报')",1,2016Q3
"('试验', '国内')",1,2016Q3
"('平衡', '地区')",1,2016Q3
"('希望', '国内')",1,2016Q3
"('中国', '区域')",1,2016Q3
"('希望', '中国')",1,2016Q3
"('希望', '试验')",1,2016Q3
"('导弹', '宙斯盾')",1,2016Q3
"('韩国', '时报')",1,2016Q3
"('导弹', '日本')",1,2016Q3
"('平衡', '太平洋')",1,2016Q3
"('反导', '发展')",1,2016Q3
"('萨德', '防卫省')",1,2016Q3
"('反导', '经济')",1,2016Q3
"('地区', '发展')",1,2016Q3
"('太平洋', '战略')",1,2016Q3
"('重返', '战略')",1,2016Q3
"('部署', '部队')",1,2016Q3
"('萨德', '宙斯盾')",1,2016Q3
"('重返', '太平洋')",1,2016Q3
"('地区', '太平洋')",1,2016Q3
"('反导', '标准')",1,2016Q3
"('反导', '防卫省')",1,2016Q3
"('反导', '日本')",1,2016Q3
"('环球', '日')",1,2016Q3
"('环球', '部署')",1,2016Q3
"('韩国', '交换')",1,2016Q3
"('反导', '宙斯盾')",1,2016Q3
"('导弹', '标准')",1,2016Q3
"('导弹', '防卫省')",1,2016Q3
"('地区', '重返')",1,2016Q3
"('韩国', '显然')",1,2016Q3
"('中国', '国内')",1,2016Q3
"('朝鲜', '朴槿惠')",1,2016Q3
"('中国', '力量')",1,2016Q3
"('战略', '自身')",1,2016Q3
"('安理会', '试验')",1,2016Q3
"('安理会', '朝鲜')",1,2016Q3
"('制裁', '时报')",1,2016Q3
"('制裁', '中国')",1,2016Q3
"('制裁', '措施')",1,2016Q3
"('制裁', '实施')",1,2016Q3
"('制裁', '环球')",1,2016Q3
"('制裁', '中方')",1,2016Q3
"('制裁', '试验')",1,2016Q3
"('制裁', '朝鲜')",1,2016Q3
"('制裁', '安理会')",1,2016Q3
"('继续', '报道')",1,2016Q3
"('日本', '报道')",1,2016Q3
"('日本', '继续')",1,2016Q3
"('发射', '报道')",1,2016Q3
"('发射', '继续')",1,2016Q3
"('发射', '日本')",1,2016Q3
"('安理会', '中方')",1,2016Q3
"('安理会', '环球')",1,2016Q3
"('安理会', '实施')",1,2016Q3
"('试验', '措施')",1,2016Q3
"('环球', '实施')",1,2016Q3
"('中方', '时报')",1,2016Q3
"('中方', '中国')",1,2016Q3
"('中方', '措施')",1,2016Q3
"('中方', '实施')",1,2016Q3
"('中方', '环球')",1,2016Q3
"('试验', '时报')",1,2016Q3
"('试验', '实施')",1,2016Q3
"('安理会', '措施')",1,2016Q3
"('试验', '环球')",1,2016Q3
"('朝鲜', '时报')",1,2016Q3
"('朝鲜', '措施')",1,2016Q3
"('朝鲜', '实施')",1,2016Q3
"('朝鲜', '环球')",1,2016Q3
"('安理会', '时报')",1,2016Q3
"('安理会', '中国')",1,2016Q3
"('弹道', '报道')",1,2016Q3
"('弹道', '继续')",1,2016Q3
"('弹道', '日本')",1,2016Q3
"('威慑', '平衡')",1,2016Q3
"('层面', '中国')",1,2016Q3
"('层面', '部署')",1,2016Q3
"('层面', '平衡')",1,2016Q3
"('威慑', '反导')",1,2016Q3
"('威慑', '朝鲜')",1,2016Q3
"('威慑', '中国')",1,2016Q3
"('威慑', '部署')",1,2016Q3
"('威慑', '层面')",1,2016Q3
"('层面', '反导')",1,2016Q3
"('美国', '层面')",1,2016Q3
"('美国', '威慑')",1,2016Q3
"('战略', '朝鲜')",1,2016Q3
"('战略', '层面')",1,2016Q3
"('战略', '威慑')",1,2016Q3
"('萨德', '层面')",1,2016Q3
"('萨德', '威慑')",1,2016Q3
"('层面', '朝鲜')",1,2016Q3
"('平衡', '部署')",1,2016Q3
"('磋商', '报道')",1,2016Q3
"('朝鲜', '磋商')",1,2016Q3
"('磋商', '继续')",1,2016Q3
"('磋商', '日本')",1,2016Q3
"('磋商', '发射')",1,2016Q3
"('磋商', '弹道')",1,2016Q3
"('朝鲜', '报道')",1,2016Q3
"('朝鲜', '继续')",1,2016Q3
"('朝鲜', '日本')",1,2016Q3
"('进行', '报道')",1,2016Q3
"('平衡', '朝鲜')",1,2016Q3
"('进行', '继续')",1,2016Q3
"('进行', '日本')",1,2016Q3
"('进行', '发射')",1,2016Q3
"('进行', '弹道')",1,2016Q3
"('进行', '磋商')",1,2016Q3
"('进行', '朝鲜')",1,2016Q3
"('平衡', '反导')",1,2016Q3
"('环球', '措施')",1,2016Q3
"('实施', '措施')",1,2016Q3
"('实施', '中国')",1,2016Q3
"('中国', '中方')",1,2016Q3
"('朝鲜', '反应')",1,2016Q3
"('朝鲜', '最新')",1,2016Q3
"('朝鲜', '部署')",1,2016Q3
"('朝鲜', '月')",1,2016Q3
"('朝鲜', '萨德')",1,2016Q3
"('中国', '反应')",1,2016Q3
"('中国', '最新')",1,2016Q3
"('中国', '半岛')",1,2016Q3
"('萨德', '最新')",1,2016Q3
"('中国', '试验')",1,2016Q3
"('自由', '自卫队')",1,2016Q3
"('行动', '自卫队')",1,2016Q3
"('行动', '自由')",1,2016Q3
"('训练', '自卫队')",1,2016Q3
"('训练', '自由')",1,2016Q3
"('训练', '行动')",1,2016Q3
"('萨德', '中方')",1,2016Q3
"('萨德', '反应')",1,2016Q3
"('日本', '自由')",1,2016Q3
"('试验', '半岛')",1,2016Q3
"('中方', '反应')",1,2016Q3
"('中方', '最新')",1,2016Q3
"('半岛', '反应')",1,2016Q3
"('半岛', '最新')",1,2016Q3
"('半岛', '中方')",1,2016Q3
"('试验', '反应')",1,2016Q3
"('试验', '最新')",1,2016Q3
"('部署', '反应')",1,2016Q3
"('月', '部署')",1,2016Q3
"('部署', '最新')",1,2016Q3
"('部署', '中方')",1,2016Q3
"('月', '反应')",1,2016Q3
"('月', '最新')",1,2016Q3
"('月', '中方')",1,2016Q3
"('月', '半岛')",1,2016Q3
"('月', '试验')",1,2016Q3
"('日本', '自卫队')",1,2016Q3
"('日本', '行动')",1,2016Q3
"('实施', '时报')",1,2016Q3
"('海军', '训练')",1,2016Q3
"('卡特', '日本')",1,2016Q3
"('卡特', '美国')",1,2016Q3
"('卡特', '参与')",1,2016Q3
"('卡特', '中国')",1,2016Q3
"('海军', '自卫队')",1,2016Q3
"('海军', '自由')",1,2016Q3
"('海军', '行动')",1,2016Q3
"('海军', '日本')",1,2016Q3
"('卡特', '行动')",1,2016Q3
"('海军', '美国')",1,2016Q3
"('海军', '参与')",1,2016Q3
"('海军', '中国')",1,2016Q3
"('海军', '卡特')",1,2016Q3
"('中国', '时报')",1,2016Q3
"('措施', '时报')",1,2016Q3
"('措施', '中国')",1,2016Q3
"('卡特', '训练')",1,2016Q3
"('卡特', '自由')",1,2016Q3
"('日本', '训练')",1,2016Q3
"('参与', '行动')",1,2016Q3
"('美国', '自卫队')",1,2016Q3
"('美国', '自由')",1,2016Q3
"('美国', '行动')",1,2016Q3
"('美国', '训练')",1,2016Q3
"('美国', '日本')",1,2016Q3
"('参与', '自卫队')",1,2016Q3
"('参与', '自由')",1,2016Q3
"('参与', '训练')",1,2016Q3
"('卡特', '自卫队')",1,2016Q3
"('参与', '日本')",1,2016Q3
"('参与', '美国')",1,2016Q3
"('中国', '自卫队')",1,2016Q3
"('中国', '自由')",1,2016Q3
"('中国', '行动')",1,2016Q3
"('中国', '训练')",1,2016Q3
"('中国', '参与')",1,2016Q3
"('自身', '体系')",1,2016Q3
"('东盟', '体系')",1,2016Q3
"('中国', '事实上')",1,2016Q3
"('东盟', '自身')",1,2016Q3
"('日本', '共享')",1,2016Q3
"('韩国', '同盟')",1,2016Q3
"('韩国', '共享')",1,2016Q3
"('问题', '同盟')",1,2016Q3
"('问题', '朴槿惠')",1,2016Q3
"('问题', '情报')",1,2016Q3
"('问题', '共享')",1,2016Q3
"('问题', '部署')",1,2016Q3
"('问题', '日本')",1,2016Q3
"('萨德', '同盟')",1,2016Q3
